,words,ner,task
187,"['В', 'лѐгких', '–', 'жѐсткое', 'дыхание', ',', 'единичные', 'сухие', 'хрипы', '.']","['O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",280
188,"['Пульс', '–', '102', 'уд', '/', 'мин', ',', 'ритмичный', ',', 'АД', '–', '115', '/', '80', 'мм', 'рт', '.', 'ст', '.', 'Тоны', 'сердца', 'приглушены', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PAT-START', 'PAT', 'PAT', 'O']",280
189,"['Живот', 'мягкий', ',', 'безболезненный', '.']","['PHY-START', 'PHY', 'O', 'PHY-START', 'O']",280
190,"['Печень', 'и', 'селезѐнка', 'не', 'увеличены', '.']","['PHY-START', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",280
191,"['Менингеальных', 'симптомов', 'нет', '.']","['PHY-START', 'PHY', 'PHY', 'O']",280
192,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",280
193,"['Предположите', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",280
194,"['2', '.', 'Обоснуйте', 'поставленный', 'Вами', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",280
195,"['3', '.', 'Составьте', 'и', 'обоснуйте', 'план', 'дополнительного', 'обследования', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",280
196,"['4', '.', 'Укажите', 'план', 'лечения', 'данного', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",280
197,"['5', '.', 'Через', '1', 'месяц', 'у', 'больного', 'жалоб', 'нет', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",280
198,"['Состояние', 'и', 'самочувствие', 'хорошее', '.']","['O', 'O', 'O', 'O', 'O']",280
199,"['Ваша', 'дальнейшая', 'тактика', 'по', 'ведению', 'данного', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",280
200,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '345', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '281', '[', 'K000337', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', 'Т', '.', '21', 'года', 'обратился', 'в', 'поликлинику', 'на', '5', 'день', 'болезни', 'с', 'жалобами', 'на', 'головную', 'боль', 'в', 'лобной', 'области', ',', 'небольшое', 'головокружение', ',', 'светобоязнь', ',', 'озноб', ',', 'заложенность', 'носа', 'с', 'обильными', 'слизисто-серозными', 'выделениями', 'из', 'носовых', 'ходов', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",281
201,"['Заболевание', 'началось', 'остро', ':', 'температура', 'тела', 'поднялась', 'до', '38', '°', 'С', ',', 'появились', 'умеренная', 'головная', 'боль', ',', 'боли', 'в', 'глазных', 'яблоках', ',', 'светобоязнь', ',', 'слезотечение', ',', 'жжение', 'в', 'глазах', ',', 'сильный', 'насморк', ',', 'боли', 'в', 'горле', 'при', 'глотании', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",281
202,"['На', 'следующий', 'день', 'и', 'все', 'последующие', 'дни', 'температура', 'тела', 'до', '40', '°', 'С', '.', 'Заболевание', 'связывает', 'с', 'переохлаждением', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O']",281
203,"['При', 'осмотре', 'больного', 'температура', 'тела', '38', '°', 'С', ',', 'вялый', '.']","['O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",281
204,"['Общее', 'состояние', 'средней', 'тяжести', '.']","['O', 'O', 'O', 'O', 'O']",281
205,"['Носовое', 'дыхание', 'затруднено', ',', 'обильные', 'серозно-слизистые', 'выделения', 'из', 'носовых', 'ходов', '.']","['PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",281
206,"['Веки', 'отѐчны', '.']","['PAT-START', 'PAT', 'O']",281
207,"['Конъюнктивы', 'обоих', 'глаз', 'резко', 'гиперемированы', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",281
208,"['Выявлены', 'умеренная', 'гиперемия', 'дужек', ',', 'язычка', ',', 'миндалин', 'и', 'умеренная', 'гиперемия', 'и', 'зернистость', 'задней', 'стенки', 'глотки', '.']","['O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",281
209,"['Миндалины', 'не', 'увеличены', '.']","['PHY-START', 'PHY', 'PHY', 'O']",281
210,"['Пальпируются', 'мягкие', ',', 'безболезненные', 'подчелюстные', ',', 'шейные', 'и', 'подмышечные', 'лимфатические', 'узлы', '.']","['PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",281
211,"['В', 'лѐгких', 'при', 'аускультации', 'жѐсткое', 'дыхание', ',', 'хрипы', 'не', 'выслушиваются', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",281
212,"['Пульс', '–', '102', 'уд', '/', 'мин', ',', 'ритмичный', ',', 'удовлетворительного', 'наполнения', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'O', 'PHY-START', 'PHY', 'O']",281
213,"['Тоны', 'сердца', 'отчѐтливые', '.']","['PHY-START', 'PHY', 'PHY', 'O']",281
214,"['Язык', 'чистый', ',', 'влажный', '.']","['PHY-START', 'PHY', 'O', 'PHY-START', 'O']",281
215,"['Живот', 'мягкий', ',', 'безболезненный', '.']","['PHY-START', 'PHY', 'O', 'PHY-START', 'O']",281
216,"['Печень', 'и', 'селезѐнка', 'не', 'пальпируются', '.']","['PHY-START', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",281
217,"['Менингеальных', 'симптомов', 'нет', '.']","['PHY-START', 'PHY', 'PHY', 'O']",281
218,"['Лабораторная', 'диагностика', '.']","['O', 'O', 'O']",281
219,"['Кровь', ':', 'эритроциты', '–', '3,5х10', '12', '/', 'л', ',', 'Нв', '–', '116', 'г', '/', 'л', ',', 'лейкоциты', '–', '7,8х10', '9', '/', 'л', ',', 'эозинофилы', '–', '1%', ',', 'палочкоядерные', '–', '8%', ',', 'сегментоядерные', '–', '53%', ',', 'лимфоциты', '–', '36%', ',', 'моноциты', '–', '2%', '.']","['O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",281
220,"['Моча', ':', 'без', 'патологии', '.']","['O', 'O', 'PHY-START', 'PHY', 'O']",281
221,"['Рентгенография', 'грудной', 'клетки', '–', 'без', 'патологии', '.']","['O', 'O', 'O', 'O', 'PHY-START', 'PHY', 'O']",281
222,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",281
223,"['Сформулируйте', 'и', 'обоснуйте', 'предварительный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O']",281
224,"['2', '.', 'Назовите', 'заболевания', ',', 'с', 'которыми', 'необходимо', 'провести', 'дифференциальную', 'диагностику', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",281
225,"['3', '.', 'Составьте', 'план', 'обследования', '.']","['O', 'O', 'O', 'O', 'O', 'O']",281
226,"['4', '.', 'Составьте', 'план', 'лечения', '.']","['O', 'O', 'O', 'O', 'O', 'O']",281
227,"['5', '.', 'Какова', 'тактика', 'врача-терапевта', 'участкового', ',', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",281
246,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '347', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '283', '[', 'K000345', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больная', 'Б', '.', '54', 'лет', 'вызвала', 'врача', 'на', 'дом', 'на', '3', 'день', 'болезни', 'по', 'поводу', 'с', 'жалобами', 'на', 'повышение', 'температуры', 'тела', 'до', '39', '°', 'С', ',', 'озноб', ',', 'слабость', ',', 'головную', 'боль', ',', 'тошноту', ',', 'мышечные', 'боли', ',', 'припухлость', 'и', 'чувство', 'жжения', 'в', 'области', 'правой', 'щеки', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",283
247,"['В', 'области', 'правой', 'щеки', 'имеется', 'разлитая', 'гиперемия', 'кожи', 'с', 'неправильными', 'контурами', ',', 'возникшая', 'впервые', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O']",283
248,"['На', 'месте', 'гиперемии', 'имеется', 'отѐк', 'ткани', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O']",283
249,"['При', 'пальпации', 'поражѐнного', 'участка', 'умеренно-выраженная', 'болезненность', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O']",283
250,"['Тоны', 'сердца', 'приглушены', '.']","['PAT-START', 'PAT', 'PAT', 'O']",283
251,"['Пульс', '–', '94', 'уд', '/', 'мин', ',', 'ритмичный', ',', 'удовлетворительного', 'наполнения', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'O', 'PHY-START', 'PHY', 'O']",283
252,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",283
253,"['Сформулируйте', 'и', 'обоснуйте', 'предварительный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O']",283
254,"['2', '.', 'Проведите', 'дифференциальную', 'диагностику', 'между', 'основным', 'и', 'альтернативными', 'заболеваниями', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",283
255,"['3', '.', 'Составьте', 'план', 'обследования', '.']","['O', 'O', 'O', 'O', 'O', 'O']",283
256,"['4', '.', 'Составьте', 'план', 'лечения', '.']","['O', 'O', 'O', 'O', 'O', 'O']",283
257,"['5', '.', 'Какова', 'тактика', 'врача-терапевта', 'участкового', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",283
411,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '356', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '292', '[', 'K000459', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', 'Р', '.', '38', 'лет', 'по', 'профессии', 'подсобный', 'рабочий', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",292
412,"['Обратился', 'в', 'поликлинику', 'к', 'врачу-терапевту', 'участковому', 'с', 'жалобами', 'на', 'повышение', 'температуры', 'до', '38,0', 'ºС', ',', 'кашель', 'с', 'обильной', 'слизисто-гнойной', 'мокротой', ',', 'неинтенсивные', 'боли', 'в', 'грудной', 'клетке', 'при', 'кашле', ',', 'головную', 'боль', ',', 'слабость', ',', 'в', 'конечностях', ',', 'потливость', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'O']",292
413,"['Заболел', 'остро', 'после', 'переохлаждения', '.']","['O', 'O', 'O', 'O', 'O']",292
414,"['Вредные', 'привычки', ':', 'курит', 'более', '15', 'лет', 'по', '20', 'сигарет', 'в', 'день', ';', 'сопутствующих', 'заболеваний', 'нет', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",292
415,"['В', 'последние', 'несколько', 'лет', 'из', 'Москвы', 'не', 'выезжал', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",292
416,"['Объективные', 'данные', ':', 'кожные', 'покровы', 'бледноватые', ',', 'влажные', '.']","['O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'O']",292
417,"['Обращает', 'внимание', 'повышенная', 'потливость', 'больного', '.']","['O', 'O', 'PAT-START', 'PAT', 'O', 'O']",292
418,"['Нѐбные', 'миндалины', 'покрыты', 'беловатым', 'налѐтом', ',', 'гиперемированы', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'O']",292
419,"['В', 'лѐгких', 'дыхание', 'ослабленное', 'справа', ',', 'множественные', 'влажные', 'мелкопузырчатые', 'хрипы', 'выслушиваются', 'у', 'угла', 'правой', 'лопатки', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",292
420,"['ЧД', 'в', 'покое', 'до', '26', 'в', 'мин', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",292
421,"['Тоны', 'сердца', 'приглушены', ',', 'ритмичные', ',', 'единичные', 'экстрасистолы', '.']","['PAT-START', 'PAT', 'PAT', 'O', 'PHY-START', 'O', 'PAT-START', 'PAT', 'O']",292
422,"['ЧСС', '–', '100', 'уд', '/', 'мин', ',', 'АД', '–', '110', '/', '70', 'мм', 'рт', '.', 'ст', '.', 'Живот', 'мягкий', 'безболезненный', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",292
423,"['По', 'другим', 'органам', 'и', 'системам', 'без', 'видимых', 'патологических', 'отклонений', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",292
424,"['Лабораторные', 'и', 'инструментальные', 'методы', 'обследования', ':', 'Клинический', 'анализ', 'крови', ':', 'гемоглобин', '–', '135', 'г', '/', 'л', ',', 'эритроциты', '4,7', '×', '1012', '/', 'л', ',', 'лейкоциты', '11', '×', '10', '9', '/', 'л', ',', 'палочкоядерные', '–', '28%', ',', 'сегментоядерные', '–', '57%', ';']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",292
425,"['СОЭ', '–', '35', 'мм', '/', 'час', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",292
426,"['Общий', 'анализ', 'мочи', ':', 'относительная', 'плотность', '–', '1018', ',', 'белок', '–', '0,99', 'г', '/', 'л', ',', 'гиалиновые', 'цилиндры', '.']","['O', 'O', 'O', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O']",292
427,"['Биохимический', 'анализ', 'крови', ':', 'АЛТ', '–', '58', 'ед', '/', 'л', ';']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",292
428,"['АСТ', '–', '100', 'ед', '/', 'л', ';', 'креатинин', '–', '115', 'мкмоль', '/', 'л', ';', 'фибриноген', '–', '8', 'г', '/', 'л', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",292
429,"['ЭКГ', ':', 'Ритм', 'синусовый', ',', 'правильный', ',', 'ЧСС', '–', '100', 'уд', '/', 'мин', ',', 'единичные', 'наджелудочковые', 'экстрасистолы', '.']","['O', 'O', 'PHY-START', 'PHY', 'O', 'PHY-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",292
430,"['Очаговых', 'изменений', 'миокарда', ',', 'гипертрофии', 'миокарда', 'нет', '.']","['PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",292
431,"['Рентгенография', 'органов', 'грудной', 'клетки', ':', 'очаговая', 'инфильтрация', 'в', 'базальных', 'отделах', 'правого', 'лѐгкого', ',', 'деформация', 'корня', 'правого', 'лѐгкого', '.']","['O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O']",292
432,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '357', 'Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",292
433,"['Предположите', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",292
434,"['2', '.', 'Обоснуйте', 'поставленный', 'Вами', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",292
435,"['3', '.', 'Составьте', 'и', 'обоснуйте', 'план', 'дополнительного', 'обследования', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",292
436,"['4', '.', 'Какие', 'группы', 'антибиотиков', 'рекомендованы', 'пациенту', 'для', 'стартовой', 'антибактериальной', 'терапии', ';', 'проведите', 'стратификацию', 'тяжести', 'заболевания', 'и', 'факторов', 'риска', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",292
