,id,words,ner,task
20,683,"['Кожа', 'бледная', ',', 'небольшой', 'цианоз', '.']","['PAT', 'PAT', 'O', 'PAT', 'PAT', 'O']",308
21,386,"['В', 'лѐгких', 'дыхание', 'ослабленное', 'справа', ',', 'множественные', 'влажные', 'мелкопузырчатые', 'хрипы', 'выслушиваются', 'у', 'угла', 'правой', 'лопатки', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",292
22,311,"['18', 'лет', 'обратился', 'в', 'поликлинику', 'на', '2', 'день', 'болезни', 'с', 'жалобами', 'на', 'заложенность', 'носа', ',', 'першение', 'в', 'горле', ',', 'слабость', ',', 'головокружение', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'O', 'PAT', 'O']",289
24,561,"['С', 'какими', 'заболеваниями', 'следует', 'провести', 'дифференциальный', 'диагноз', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",301
25,549,"[',', 'ЧСС', '–', '80', 'уд', '/', 'мин', '.']","['O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",301
27,38,"['На', '4', 'день', 'применения', 'Меропенема', 'появилась', 'крапивница', ',', 'отѐк', 'Квинке', ',', 'в', 'связи', 'с', 'чем', 'препарат', 'отменѐн', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",272
28,285,"['Печень', 'и', 'селезѐнка', 'не', 'увеличены', '.']","['PHY', 'O', 'PHY', 'PHY', 'PHY', 'O']",287
29,67,"['АД', '–', '180', '/', '100', 'мм', 'рт', 'ст', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",275
32,307,"['Укажите', 'основные', 'методы', 'лабораторной', 'диагностики', '.']","['O', 'O', 'O', 'O', 'O', 'O']",288
33,407,"['Заболел', 'остро', 'после', 'переохлаждения', '.']","['O', 'O', 'O', 'O', 'O']",293
34,661,"['При', 'перкуссии', 'притупление', 'слева', 'в', 'верхних', 'отделах', ',', 'здесь', 'же', 'определяется', 'бронхиальное', 'дыхание', 'высокого', 'тембра', ',', 'шум', 'трения', 'плевры', 'спереди', ',', 'хрипов', 'не', 'слышно', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY', 'PHY', 'PHY', 'O']",307
35,462,"['При', 'осмотре', 'АД', '120', '/', '70', 'мм', 'рт.ст', '.']","['O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",295
36,103,"['На', 'следующий', 'день', 'появился', 'сухой', 'кашель', ',', 'заложенность', 'носа', ',', 'чувство', 'першения', 'за', 'грудиной', ',', 'температура', 'повысилась', 'до', '39,5', '°', 'С', ',', 'головная', 'боль', 'усилилась', '.']","['O', 'O', 'O', 'O', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'O']",277
37,124,"[',', 'когда', 'повысилась', 'температура', 'до', '38', '°', 'С', ',', 'появилась', 'головная', 'боль', ',', 'тошнота', ',', 'двукратная', 'рвота', '.']","['O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'O', 'PAT', 'O', 'O', 'PAT', 'O']",278
38,668,"['Какое', 'лечение', 'следует', 'назначить', 'данному', 'больному', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",307
39,277,"['Из', 'анамнеза', 'известно', ',', 'что', 'около', '2', 'недель', 'назад', 'был', 'в', 'лесу', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",287
40,544,"['Какие', 'симптомы', 'являются', 'обязательными', 'для', 'данного', 'заболевания', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",300
41,158,"['Резко', 'выражены', 'ригидность', 'затылочных', 'мышц', 'и', 'симптом', 'Кернига', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'O']",279
42,361,"['ЧД', '–', '18', 'в', 'мин', '.']","['PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",291
43,518,"['Объективно', ':', 'регионарные', 'шейные', 'лимфоузлы', 'увеличены', ',', 'болезненны', 'при', 'пальпации', '.']","['O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'O']",299
45,319,"['Симптомы', 'ригидности', 'затылочных', 'мышц', ',', 'Брудзинского', ',', 'Кернига', 'отрицательные', '.']","['PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY', 'O', 'PHY', 'PHY', 'O']",289
46,720,"['Какие', 'лечебные', 'мероприятия', 'необходимо', 'провести', 'такому', 'больному', 'на', 'амбулаторном', 'этапе', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",310
48,777,"['Размеры', 'печени', 'по', 'Курлову', 'в', 'пределах', 'нормы', '.']","['PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",314
49,782,"['Какое', 'лечение', 'следует', 'назначить', 'данному', 'больному', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",314
50,303,"['Печень', 'выступает', 'из-под', 'края', 'рѐберной', 'дуги', 'на', '3', 'см', ',', 'пальпируется', 'нижний', 'полюс', 'селезѐнки', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",288
51,90,"['Живот', 'мягкий', ',', 'при', 'пальпации', 'безболезненный', 'во', 'всех', 'отделах', '.']","['PHY', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",276
52,396,"['Рентгенография', 'органов', 'грудной', 'клетки', ':', 'очаговая', 'инфильтрация', 'в', 'базальных', 'отделах', 'правого', 'лѐгкого', ',', 'деформация', 'корня', 'правого', 'лѐгкого', '.']","['O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",292
54,627,"['Больному', 'был', 'назначен', 'Ампициллин', '1000000', 'ЕД', 'в', '/', 'м', '6', 'раз', 'в', 'сутки', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",305
55,763,"['Печень', 'выступает', 'из-под', 'края', 'рѐберной', 'дуги', 'на', '7', 'см', ',', 'край', 'плотный', ',', 'безболезненный', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY', 'O']",313
56,125,"['Все', 'последующие', 'дни', 'сохранялась', 'температура', 'в', 'пределах', '37,6', '–', '38', '°', 'С', ',', 'беспокоила', 'общая', 'слабость', ',', 'головная', 'боль', ',', 'тошнота', ',', 'плохой', 'аппетит', '.']","['O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'O', 'PAT', 'O', 'PAT', 'PAT', 'O']",278
57,562,"['Какие', 'симптомы', 'являются', 'обязательными', 'для', 'данного', 'заболевания', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",301
59,735,"['Живот', 'мягкий', ',', 'безболезненный', 'при', 'пальпации', '.']","['PHY', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'O']",311
60,239,"['Составьте', 'и', 'обоснуйте', 'план', 'дополнительного', 'обследования', 'пациентки', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",284
61,636,"['Около', '6', 'часов', 'назад', 'появился', 'озноб', '.']","['O', 'O', 'O', 'O', 'O', 'PAT', 'O']",306
62,436,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '360', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '294', '[', 'K000461', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больная', 'М', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",294
64,664,"['Пульс', '–', '112', 'в', 'минуту', ',', 'ритмичный', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY', 'O']",307
66,680,"['Ингаляции', 'Беротека', 'уменьшали', 'одышку', 'на', 'короткое', 'время', ',', 'в', 'связи', 'с', 'чем', 'больная', 'пользовалась', 'препаратом', '6', '–', '8', 'раз', 'в', 'день', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",308
67,339,"['Биохимический', 'анализ', 'крови', ':', 'холестерин', 'общий', '–', '7,2', 'ммоль', '/', 'л', ';', 'триглицериды', '–', '3,12', 'ммоль', '/', 'л', ';', 'ХС-ЛПВП', '–', '0,9', 'ммоль', '/', 'л', ';', 'креатинин', '–', '95,9', 'мкмоль', '/', 'л', ';', 'глюкоза', 'крови', 'натощак', '–', '6,3', 'ммоль', '/', 'л', ';', 'через', '2', 'часа', 'после', 'приѐма', '75', 'г', 'глюкозы', '–', '9,0', 'ммоль', '/', 'л', '.']","['O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",290
70,541,"['Какие', 'методы', 'исследования', 'необходимы', 'в', 'данном', 'случае', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",300
71,290,"['Перечислите', 'профилактические', 'мероприятия', ',', 'направленные', 'на', 'предупреждение', 'данного', 'заболевания', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",287
73,700,"['Частота', 'дыхательных', 'движений', '(', 'ЧДД', ')', '–', '36', 'в', 'минуту', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",309
74,63,"['В', 'течение', '5', 'лет', 'страдает', 'гипертонической', 'болезнью', ',', 'эпизодически', 'при', 'повышении', 'АД', 'принимает', 'Каптоприл', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",275
76,691,"['Поставьте', 'наиболее', 'вероятный', 'предварительный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O']",308
77,185,"['Ваша', 'дальнейшая', 'тактика', 'по', 'ведению', 'данного', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",280
78,504,"['Кожные', 'покровы', 'влажные', ',', 'чистые', '.']","['PAT', 'PAT', 'PAT', 'O', 'PAT', 'O']",298
80,77,"['В', 'области', 'эритемы', 'отмечался', 'лѐгкий', 'зуд', ',', 'общее', 'самочувствие', 'не', 'нарушалось', '.']","['O', 'O', 'O', 'O', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O']",276
82,327,"['Отмечает', 'повышение', 'АД', 'в', 'течение', '18', 'лет', '.']","['O', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O']",290
83,618,"['49', 'лет', 'поступил', 'с', 'приѐма', 'врача-терапевта', 'участкового', 'в', 'терапевтическое', 'отделение', 'с', 'жалобами', 'на', 'повышение', 'температуры', 'тела', 'до', '38,2', '°', 'С', 'с', 'ознобом', ',', 'одышку', ',', 'кашель', 'со', 'скудной', 'мокротой', ',', 'боль', 'в', 'правом', 'боку', 'при', 'глубоком', 'дыхании', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",305
84,322,"['Укажите', 'основные', 'методы', 'лабораторной', 'диагностики', '.']","['O', 'O', 'O', 'O', 'O', 'O']",289
86,649,"['Какое', 'лечение', 'следует', 'назначить', 'данному', 'больному', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",306
87,566,"['При', 'осмотре', ':', 'пальпируются', 'увеличенные', 'подвижные', ',', 'не', 'спаянные', 'с', 'кожей', 'плотно-эластические', 'лимфоузлы', ',', 'в', 'шейно-надключичной', 'области', 'слева', 'сливающиеся', 'между', 'собой', 'в', 'конгломераты', '.']","['O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",302
88,73,"['Плановое', 'лечение', 'гипертонической', 'болезни', 'у', 'данного', 'больного', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",275
89,287,"['Дайте', 'этиологическую', 'характеристику', 'возбудителю', ',', 'предположительно', 'вызвавшему', 'заболевание', ',', 'назовите', 'источники', 'инфекции', 'и', 'пути', 'заражения', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",287
90,112,"['Печень', 'и', 'селезѐнка', 'не', 'увеличены', '.']","['PHY', 'O', 'PHY', 'PHY', 'PHY', 'O']",277
91,326,"['58', 'лет', 'страдает', 'артериальной', 'гипертензией', '(', 'АД', '–', '175', '/', '105', '–', '160', '/', '95', 'мм', 'рт', '.']","['O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",290
92,325,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '354', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '290', '[', 'K000457', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больная', 'К', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",290
94,40,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '337', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '273', '[', 'K000309', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больному', '52', 'лет', 'поставлен', 'диагноз', '«', 'ишемическая', 'болезнь', 'сердца', '(', 'ИБС', ')', ',', 'стенокардия', 'напряжения', 'стабильная', ',', 'ФК', 'II', '»', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",273
95,297,"['Общее', 'состояние', 'средней', 'тяжести', '.']","['O', 'O', 'O', 'O', 'O']",288
96,686,"['Выход', 'удлинѐн', ',', 'на', 'выходе', 'высокотональные', 'свистящие', 'хрипы', '.']","['PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",308
97,474,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '362', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '296', '[', 'K001994', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', 'Л', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",296
98,615,"['Чем', 'обусловлены', 'изменения', 'лабораторных', 'показателей', '?']","['O', 'O', 'O', 'O', 'O', 'O']",304
99,725,"['Наблюдается', 'у', 'врача-терапевта', 'участкового', 'по', 'поводу', 'заболевания', 'сердца', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",311
100,497,"['Обоснуйте', 'поставленный', 'Вами', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",297
101,79,"['Через', 'три', 'месяца', 'подобное', 'изменение', 'на', 'коже', 'появилось', 'на', 'правом', 'плече', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",276
102,353,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '355', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '291', '[', 'K000458', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Мужчина', '43', 'лет', 'обратился', 'к', 'врачу-терапевту', 'участковому', 'с', 'жалобами', 'на', 'периодически', 'появляющуюся', 'головную', 'боль', 'в', 'затылочной', 'области', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",291
