,id,words,ner,task
61,636,"['Около', '6', 'часов', 'назад', 'появился', 'озноб', '.']","['O', 'O', 'O', 'O', 'O', 'PAT', 'O']",306
62,436,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '360', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '294', '[', 'K000461', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больная', 'М', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",294
66,680,"['Ингаляции', 'Беротека', 'уменьшали', 'одышку', 'на', 'короткое', 'время', ',', 'в', 'связи', 'с', 'чем', 'больная', 'пользовалась', 'препаратом', '6', '–', '8', 'раз', 'в', 'день', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",308
67,339,"['Биохимический', 'анализ', 'крови', ':', 'холестерин', 'общий', '–', '7,2', 'ммоль', '/', 'л', ';', 'триглицериды', '–', '3,12', 'ммоль', '/', 'л', ';', 'ХС-ЛПВП', '–', '0,9', 'ммоль', '/', 'л', ';', 'креатинин', '–', '95,9', 'мкмоль', '/', 'л', ';', 'глюкоза', 'крови', 'натощак', '–', '6,3', 'ммоль', '/', 'л', ';', 'через', '2', 'часа', 'после', 'приѐма', '75', 'г', 'глюкозы', '–', '9,0', 'ммоль', '/', 'л', '.']","['O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",290
70,541,"['Какие', 'методы', 'исследования', 'необходимы', 'в', 'данном', 'случае', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",300
71,290,"['Перечислите', 'профилактические', 'мероприятия', ',', 'направленные', 'на', 'предупреждение', 'данного', 'заболевания', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",287
84,322,"['Укажите', 'основные', 'методы', 'лабораторной', 'диагностики', '.']","['O', 'O', 'O', 'O', 'O', 'O']",289
87,566,"['При', 'осмотре', ':', 'пальпируются', 'увеличенные', 'подвижные', ',', 'не', 'спаянные', 'с', 'кожей', 'плотно-эластические', 'лимфоузлы', ',', 'в', 'шейно-надключичной', 'области', 'слева', 'сливающиеся', 'между', 'собой', 'в', 'конгломераты', '.']","['O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",302
91,326,"['58', 'лет', 'страдает', 'артериальной', 'гипертензией', '(', 'АД', '–', '175', '/', '105', '–', '160', '/', '95', 'мм', 'рт', '.']","['O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",290
95,297,"['Общее', 'состояние', 'средней', 'тяжести', '.']","['O', 'O', 'O', 'O', 'O']",288
98,615,"['Чем', 'обусловлены', 'изменения', 'лабораторных', 'показателей', '?']","['O', 'O', 'O', 'O', 'O', 'O']",304
109,238,"['Обоснуйте', 'поставленный', 'Вами', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",284
110,18,"['J03.8', 'Острый', 'тонзиллит', ',', 'вызванный', 'другими', 'уточненными', 'возбудителями', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",270
115,3,"['Нѐбные', 'миндалины', 'I', 'степени', 'гипертрофии', ',', 'покрыты', 'налѐтом', 'беловатого', 'цвета', ',', 'легко', 'снимающимся', ',', 'налѐт', 'растирается', 'между', 'шпателями', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",270
116,228,"['Сформулируйте', 'и', 'обоснуйте', 'предварительный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O']",283
121,191,"['При', 'осмотре', 'больного', 'температура', 'тела', '38', '°', 'С', ',', 'вялый', '.']","['O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",281
134,126,"['заметил', 'потемнение', 'мочи', 'и', 'посветление', 'кала', '.']","['O', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'O']",278
136,539,"['Размеры', 'печени', 'по', 'Курлову', '9', '×', '8', '×', '7', 'см', '.']","['PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",300
137,656,"['Температура', 'тела', 'повысилась', 'до', '39,6', '°', 'С', ',', 'ознобы', 'не', 'повторялись', ',', 'температура', 'оставалась', 'на', 'высоких', 'цифрах', ',', 'присоединился', 'кашель', ',', 'одышка', 'и', 'затем', 'боль', 'в', 'боку', 'при', 'дыхании', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT', 'O', 'PAT', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",307
154,247,"['В', 'лѐгких', 'без', 'патологии', '.']","['O', 'O', 'PHY', 'PHY', 'O']",285
155,56,"['Оцените', 'обоснованность', 'получаемых', 'препаратов', '.']","['O', 'O', 'O', 'O', 'O']",274
158,205,"['Сформулируйте', 'и', 'обоснуйте', 'предварительный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O']",281
162,770,"['Какое', 'лечение', 'следует', 'назначить', 'данному', 'больному', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",313
165,714,"['Границы', 'сердца', 'расширены', 'влево', 'до', 'средино-ключичной', 'линии', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",310
166,728,"['Накануне', 'поступления', 'в', 'больницу', 'работала', 'физически', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",311
173,267,"['Печень', 'выступает', 'на', '2', 'см', 'ниже', 'края', 'рѐберной', 'дуги', ',', 'край', 'эластичный', ',', 'чувствительный', 'при', 'пальпации', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",286
178,83,"['Эпидемиологический', 'анамнез', ':', 'за', '12', 'дней', 'до', 'появления', 'эритемы', 'на', 'бедре', 'была', 'в', 'лесу', ',', 'на', 'следующий', 'день', 'обнаружила', 'присосавшегося', 'клеща', 'на', 'передней', 'поверхности', 'левого', 'бедра', ',', 'которого', 'удалила', 'пинцетом', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",276
182,495,"['Больная', 'требует', 'оформление', 'больничного', 'листа', '.']","['O', 'O', 'O', 'O', 'O', 'O']",297
183,503,"['Объективно', ':', 'состояние', 'удовлетворительное', '.']","['O', 'O', 'O', 'O', 'O']",298
185,242,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '349', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '285', '[', 'K000354', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', '32', 'лет', 'приехал', 'из', 'Узбекистана', '7', 'дней', 'назад', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",285
197,629,"['На', 'компьютерной', 'томографии', 'лѐгких', 'в', 'нижней', 'доле', 'слева', 'выявлена', 'полость', 'до', '1,2', 'см', 'в', 'диаметре', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",305
203,435,"['Какова', 'Ваша', 'дальнейшая', 'лечебная', 'тактика', '?']","['O', 'O', 'O', 'O', 'O', 'O']",293
209,500,"['Необходимо', 'ли', 'выдать', 'лист', 'временной', 'нетрудоспособности', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",297
213,450,"['Составьте', 'и', 'обоснуйте', 'план', 'дополнительного', 'обследования', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",294
214,42,"['В', 'качестве', 'базисной', 'терапии', 'получает', 'Серетид', 'ингаляционно', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",273
220,98,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '341', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '277', '[', 'K000320', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', 'М', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",277
221,537,"['Живот', 'при', 'пальпации', 'мягкий', ',', 'болезненный', 'в', 'эпигастральной', 'области', '.']","['PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",300
223,84,"['Объективно', ':', 'состояние', 'удовлетворительное', '.']","['O', 'O', 'PHY', 'PHY', 'O']",276
225,320,"['Установите', 'предварительный', 'диагноз', 'на', 'основании', 'полученных', 'данных', 'с', 'учѐтом', 'синдромального', 'подхода', 'и', 'обоснуйте', 'его', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",289
227,563,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '369', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '302', '[', 'K003197', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', 'М', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",302
230,305,"['Установите', 'предварительный', 'диагноз', 'на', 'основании', 'полученных', 'данных', ',', 'с', 'учѐтом', 'синдромального', 'подхода', ',', 'и', 'обоснуйте', 'его', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",288
234,429,"['Предположите', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",293
243,210,"['Врач-терапевт', 'участковый', 'диагностировал', 'острое', 'респираторное', 'заболевание', ',', 'назначил', 'лечение', 'на', 'дому', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",282
245,314,"['На', 'следующий', 'день', 'продолжали', 'беспокоить', 'слабость', ',', 'разбитость', ',', 'боль', 'в', 'горле', ',', 'заложенность', 'носа', ',', 'появилась', 'головная', 'боль', ',', 'температура', 'выше', '37,8', '°', 'С', 'не', 'повышалась', '.']","['O', 'O', 'O', 'O', 'O', 'PAT', 'O', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'O', 'O', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",289
248,652,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '374', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '307', '[', 'K003181', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', '35', 'лет', 'госпитализирован', 'в', 'стационар', 'после', 'осмотра', 'на', 'дому', 'врачом', '-', 'терапевтом', 'участковым', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",307
251,455,"['Больной', 'М', '66', 'лет', '.']","['O', 'O', 'O', 'O', 'O']",295
256,214,"['Язык', 'покрыт', 'густым', ',', 'белым', 'налѐтом', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",282
270,755,"['47', 'лет', 'предъявляет', 'жалобы', 'на', 'зуд', 'кожи', ',', 'нарушения', 'менструального', 'цикла', ',', 'желтушность', 'кожных', 'покровов', ',', 'похудание', ',', 'дискомфорт', 'в', 'правом', 'верхнем', 'квадранте', 'живота', '.']","['O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",313
272,522,"['Предположите', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",299
273,149,"['Заболевание', 'началось', 'остро', ',', 'даже', 'внезапно', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",279
278,699,"['В', 'лѐгких', 'дыхание', 'везикулярное', ',', 'хрипов', 'нет', '.']","['O', 'O', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'O']",309
280,9,"['Объективно', ':', 'температура', '38,5', 'ºС', '.']","['O', 'O', 'PAT', 'PAT', 'PAT', 'O']",270
281,579,"['Лечение', 'комбинацией', 'ингибиторов', 'АПФ', '–', 'Эналаприл', '10', 'мг', 'и', 'блокаторов', 'медленных', 'кальциевых', 'каналов', '–', 'Амлодипин', '10', 'мг', '\uf02d', 'неэффективно', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",303
297,621,"['Левая', 'половина', 'грудной', 'клетки', 'отстаѐт', 'при', 'дыхании', ',', 'под', 'лопаткой', 'слева', 'укорочение', 'перкуторного', 'звука', ',', 'там', 'же', 'выслушивается', 'крепитация', ',', 'частота', 'дыхательных', 'движений', '(', 'ЧДД', ')', '–', '25', 'в', 'мин', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",305
298,43,"['Приступы', 'астмы', 'купируются', 'Сальбутамолом', '.']","['O', 'O', 'O', 'O', 'O']",273
312,389,"['ЧСС', '–', '100', 'уд', '/', 'мин', ',', 'АД', '–', '110', '/', '70', 'мм', 'рт', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY']",292
320,274,"['Составьте', 'и', 'обоснуйте', 'план', 'лабораторной', 'диагностики', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",286
328,65,"['Объективно', ':', 'кожные', 'покровы', 'лица', 'и', 'верхней', 'половины', 'туловища', 'гиперемированы', '.']","['O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",275
329,110,"['Пульс', '–', '102', 'уд', '/', 'мин', ',', 'ритмичный', ',', 'АД', '–', '115', '/', '80', 'мм', 'рт.ст', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY']",277
332,33,"['Препарат', 'какой', 'группы', 'антибактериальных', 'химиотерапевтических', 'средств', 'Вы', 'бы', 'рекомендовали', 'пациентке', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",272
333,703,"['Депрессия', 'сегмента', 'SТ', 'и', 'отрицательный', 'зубец', 'Т', 'в', 'V1', '–', 'V3', 'отведениях', ',', 'высокие', 'зубцы', 'Р', 'в', 'стандартных', 'отведениях', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",309
334,21,"['В', 'связи', 'с', 'обострением', 'хронического', 'пиелонефрита', 'пациентке', 'назначен', 'Ципрофлоксацин', 'по', '250', 'мг', '2', 'раза', 'в', 'сутки', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",271
341,778,"['Общий', 'анализ', 'крови', ',', 'мочи', ',', 'биохимический', 'анализ', 'крови', '–', 'без', 'существенных', 'изменений', '.']","['PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",314
342,142,"['В', 'анализе', 'мочи', 'определяются', 'желчные', 'пигменты', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",278
345,57,"['Какая', 'группа', 'препаратов', 'является', 'важнейшей', 'при', 'ИБС', ',', 'ХСН', 'и', 'фибрилляции', 'предсердий', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",274
354,607,"['Дыхание', 'ослабленное', 'в', 'нижних', 'отделах', 'с', 'обеих', 'сторон', ',', 'там', 'же', 'притупление', 'при', 'перкуссии', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'O']",304
359,748,"['Госпитализирован', 'для', 'обследования', 'и', 'уточнения', 'диагноза', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",312
364,35,"['Через', '2', 'дня', 'антибиотикотерапии', 'клинический', 'эффект', 'незначительный', ',', 'бактериологически', 'выяснено', ',', 'что', 'кишечная', 'палочка', '–', 'продуцент', 'ß-лактамаз', 'расширенного', 'спектра', ',', 'разрушающего', 'все', 'пенициллины', 'и', 'цефалоспорины', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",272
366,577,"['Отмечал', 'несколько', 'приступов', 'артрита', 'в', 'области', 'локтевых', 'и', 'плечевых', 'суставов', 'за', 'последние', '2', 'года', '.']","['O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O']",303
377,163,"['Составьте', 'и', 'обоснуйте', 'план', 'дополнительного', 'обследования', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",279
378,109,"['В', 'лѐгких', '–', 'жѐсткое', 'дыхание', ',', 'единичные', 'сухие', 'хрипы', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'O']",277
379,716,"['Пульс', '–', '96', 'уд', '/', 'мин', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",310
388,736,"['Поставьте', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",311
390,173,"['К', 'концу', '1', 'дня', 'болезни', 'появились', 'заложенность', 'носа', ',', 'першение', 'в', 'горле', ',', 'сухой', 'надсадный', 'кашель', 'с', 'болями', 'за', 'грудиной', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",280
393,275,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '351', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '287', '[', 'K000380', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', 'Е', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",287
397,595,"['Какие', 'симптомы', 'являются', 'обязательными', 'для', 'данного', 'заболевания', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",303
401,134,"['В', 'лѐгких', 'дыхание', 'везикулярное', ',', 'хрипов', 'нет', ',', 'ЧД', '–', '16', 'в', 'мин', '.']","['PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",278
413,662,"['Частота', 'дыхательных', 'движений', '(', 'ЧДД', ')', '–', '32', 'в', 'минуту', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",307
418,484,"['Оцените', 'рациональность', 'стартовой', 'эмпирической', 'антимикробной', 'терапии', 'с', 'учѐтом', 'спектра', 'действия', 'препарата', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",296
