,id,words,ner,task
34,661,"['При', 'перкуссии', 'притупление', 'слева', 'в', 'верхних', 'отделах', ',', 'здесь', 'же', 'определяется', 'бронхиальное', 'дыхание', 'высокого', 'тембра', ',', 'шум', 'трения', 'плевры', 'спереди', ',', 'хрипов', 'не', 'слышно', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY', 'PHY', 'PHY', 'O']",307
36,103,"['На', 'следующий', 'день', 'появился', 'сухой', 'кашель', ',', 'заложенность', 'носа', ',', 'чувство', 'першения', 'за', 'грудиной', ',', 'температура', 'повысилась', 'до', '39,5', '°', 'С', ',', 'головная', 'боль', 'усилилась', '.']","['O', 'O', 'O', 'O', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'O']",277
37,124,"[',', 'когда', 'повысилась', 'температура', 'до', '38', '°', 'С', ',', 'появилась', 'головная', 'боль', ',', 'тошнота', ',', 'двукратная', 'рвота', '.']","['O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'O', 'PAT', 'O', 'O', 'PAT', 'O']",278
38,668,"['Какое', 'лечение', 'следует', 'назначить', 'данному', 'больному', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",307
41,158,"['Резко', 'выражены', 'ригидность', 'затылочных', 'мышц', 'и', 'симптом', 'Кернига', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'O']",279
43,518,"['Объективно', ':', 'регионарные', 'шейные', 'лимфоузлы', 'увеличены', ',', 'болезненны', 'при', 'пальпации', '.']","['O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'O']",299
44,312,"['Накануне', 'утром', 'почувствовал', 'недомогание', ',', 'появились', 'неприятные', 'ощущения', 'в', 'горле', '.']","['O', 'O', 'O', 'PAT', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",289
47,270,"['Предположите', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",286
49,782,"['Какое', 'лечение', 'следует', 'назначить', 'данному', 'больному', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",314
50,303,"['Печень', 'выступает', 'из-под', 'края', 'рѐберной', 'дуги', 'на', '3', 'см', ',', 'пальпируется', 'нижний', 'полюс', 'селезѐнки', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",288
51,90,"['Живот', 'мягкий', ',', 'при', 'пальпации', 'безболезненный', 'во', 'всех', 'отделах', '.']","['PHY', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",276
52,396,"['Рентгенография', 'органов', 'грудной', 'клетки', ':', 'очаговая', 'инфильтрация', 'в', 'базальных', 'отделах', 'правого', 'лѐгкого', ',', 'деформация', 'корня', 'правого', 'лѐгкого', '.']","['O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",292
53,640,"['При', 'осмотре', 'врачом', 'вновь', 'вызванной', 'скорой', 'медицинской', 'помощи', 'больной', 'лежит', 'на', 'левом', 'боку', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",306
54,627,"['Больному', 'был', 'назначен', 'Ампициллин', '1000000', 'ЕД', 'в', '/', 'м', '6', 'раз', 'в', 'сутки', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",305
55,763,"['Печень', 'выступает', 'из-под', 'края', 'рѐберной', 'дуги', 'на', '7', 'см', ',', 'край', 'плотный', ',', 'безболезненный', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY', 'O']",313
56,125,"['Все', 'последующие', 'дни', 'сохранялась', 'температура', 'в', 'пределах', '37,6', '–', '38', '°', 'С', ',', 'беспокоила', 'общая', 'слабость', ',', 'головная', 'боль', ',', 'тошнота', ',', 'плохой', 'аппетит', '.']","['O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'O', 'PAT', 'O', 'PAT', 'PAT', 'O']",278
57,562,"['Какие', 'симптомы', 'являются', 'обязательными', 'для', 'данного', 'заболевания', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",301
58,323,"['Назовите', 'заболевания', ',', 'с', 'которыми', 'необходимо', 'проводить', 'дифференциальную', 'диагностику', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",289
60,239,"['Составьте', 'и', 'обоснуйте', 'план', 'дополнительного', 'обследования', 'пациентки', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",284
61,636,"['Около', '6', 'часов', 'назад', 'появился', 'озноб', '.']","['O', 'O', 'O', 'O', 'O', 'PAT', 'O']",306
62,436,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '360', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '294', '[', 'K000461', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больная', 'М', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",294
63,536,"['Язык', 'влажный', ',', 'обложен', 'белым', 'налѐтом', '.']","['PHY', 'PHY', 'O', 'PAT', 'PAT', 'PAT', 'O']",300
64,664,"['Пульс', '–', '112', 'в', 'минуту', ',', 'ритмичный', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY', 'O']",307
65,330,"['Объективно', ':', 'повышенного', 'питания', '.']","['O', 'O', 'PAT', 'PAT', 'O']",290
66,680,"['Ингаляции', 'Беротека', 'уменьшали', 'одышку', 'на', 'короткое', 'время', ',', 'в', 'связи', 'с', 'чем', 'больная', 'пользовалась', 'препаратом', '6', '–', '8', 'раз', 'в', 'день', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",308
67,339,"['Биохимический', 'анализ', 'крови', ':', 'холестерин', 'общий', '–', '7,2', 'ммоль', '/', 'л', ';', 'триглицериды', '–', '3,12', 'ммоль', '/', 'л', ';', 'ХС-ЛПВП', '–', '0,9', 'ммоль', '/', 'л', ';', 'креатинин', '–', '95,9', 'мкмоль', '/', 'л', ';', 'глюкоза', 'крови', 'натощак', '–', '6,3', 'ммоль', '/', 'л', ';', 'через', '2', 'часа', 'после', 'приѐма', '75', 'г', 'глюкозы', '–', '9,0', 'ммоль', '/', 'л', '.']","['O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",290
68,596,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '371', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '304', '[', 'K003202', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больная', 'А', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",304
69,493,"['Клинический', 'анализ', 'крови', ':', 'лейкоциты', '–', '10,8', '×', '10', '9', '/', 'л', '.']","['O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",297
70,541,"['Какие', 'методы', 'исследования', 'необходимы', 'в', 'данном', 'случае', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",300
71,290,"['Перечислите', 'профилактические', 'мероприятия', ',', 'направленные', 'на', 'предупреждение', 'данного', 'заболевания', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",287
72,467,"['На', 'момент', 'осмотра', 'пациент', 'получает', ':', '-', 'Верошпирон', '25', 'мг', '1', 'раз', 'в', 'день', ';', '-', 'Бисопролол', '5', 'мг', '1', 'раз', 'в', 'сутки', ';', '-', 'Аторвастатин', '40', 'мг', 'вечером', ';', '-', 'Дигоксин', '0,125', 'мг', '1', 'раз', 'в', 'день', ';', '-', 'Варфарин', '5', 'мг', '1', 'раза', 'в', 'день', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",295
73,700,"['Частота', 'дыхательных', 'движений', '(', 'ЧДД', ')', '–', '36', 'в', 'минуту', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",309
74,63,"['В', 'течение', '5', 'лет', 'страдает', 'гипертонической', 'болезнью', ',', 'эпизодически', 'при', 'повышении', 'АД', 'принимает', 'Каптоприл', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",275
75,638,"['Вызванной', 'бригадой', 'скорой', 'медицинской', 'помощи', 'диагностирован', 'острый', 'гастрит', ',', 'введены', 'анальгетики', 'и', 'спазмолитики', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",306
76,691,"['Поставьте', 'наиболее', 'вероятный', 'предварительный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O']",308
78,504,"['Кожные', 'покровы', 'влажные', ',', 'чистые', '.']","['PAT', 'PAT', 'PAT', 'O', 'PAT', 'O']",298
79,20,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '335', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '271', '[', 'K000304', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Пациентка', '52', 'лет', 'страдает', 'железодефицитной', 'анемией', 'и', 'принимает', 'по', 'поводу', 'этого', 'заболевания', 'препараты', 'железа', '(', 'II', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",271
80,77,"['В', 'области', 'эритемы', 'отмечался', 'лѐгкий', 'зуд', ',', 'общее', 'самочувствие', 'не', 'нарушалось', '.']","['O', 'O', 'O', 'O', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O']",276
81,424,"['Признаки', 'гипертрофии', 'левого', 'желудочка', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'O']",293
83,618,"['49', 'лет', 'поступил', 'с', 'приѐма', 'врача-терапевта', 'участкового', 'в', 'терапевтическое', 'отделение', 'с', 'жалобами', 'на', 'повышение', 'температуры', 'тела', 'до', '38,2', '°', 'С', 'с', 'ознобом', ',', 'одышку', ',', 'кашель', 'со', 'скудной', 'мокротой', ',', 'боль', 'в', 'правом', 'боку', 'при', 'глубоком', 'дыхании', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",305
84,322,"['Укажите', 'основные', 'методы', 'лабораторной', 'диагностики', '.']","['O', 'O', 'O', 'O', 'O', 'O']",289
85,136,"['Пульс', '–', '64', 'уд', '/', 'мин', ',', 'АД', '–', '100', '/', '60', 'мм', 'рт', '.']","['PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT']",278
86,649,"['Какое', 'лечение', 'следует', 'назначить', 'данному', 'больному', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",306
87,566,"['При', 'осмотре', ':', 'пальпируются', 'увеличенные', 'подвижные', ',', 'не', 'спаянные', 'с', 'кожей', 'плотно-эластические', 'лимфоузлы', ',', 'в', 'шейно-надключичной', 'области', 'слева', 'сливающиеся', 'между', 'собой', 'в', 'конгломераты', '.']","['O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",302
88,73,"['Плановое', 'лечение', 'гипертонической', 'болезни', 'у', 'данного', 'больного', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",275
89,287,"['Дайте', 'этиологическую', 'характеристику', 'возбудителю', ',', 'предположительно', 'вызвавшему', 'заболевание', ',', 'назовите', 'источники', 'инфекции', 'и', 'пути', 'заражения', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",287
90,112,"['Печень', 'и', 'селезѐнка', 'не', 'увеличены', '.']","['PHY', 'O', 'PHY', 'PHY', 'PHY', 'O']",277
91,326,"['58', 'лет', 'страдает', 'артериальной', 'гипертензией', '(', 'АД', '–', '175', '/', '105', '–', '160', '/', '95', 'мм', 'рт', '.']","['O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",290
92,325,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '354', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '290', '[', 'K000457', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больная', 'К', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",290
