,words,ner,task
32,"['5', '.', 'Какова', 'длительность', 'приѐма', 'препаратов', 'железа', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",271
60,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '338', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '274', '[', 'K000311', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', '65', 'лет', 'с', 'диагнозом', '«', 'гипертоническая', 'болезнь', 'II', 'степени', ',', 'ИБС', ',', 'стенокардия', 'напряжения', 'стабильная', ',', 'ФК', 'II', ',', 'гиперлипидемия', '(', 'ОХС', '–', '6', 'ммоль', '/', 'л', ',', 'ЛПНП', '–', '4', 'ммоль', '/', 'л', ',', 'ЛПВП', '–', '1,0', 'ммоль', '/', 'л', ')', ',', 'хроническая', 'сердечная', 'недостаточность', '(', 'ХСН', ')', 'II', 'стадия', ',', 'ФК', 'II', '»', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",274
61,"['АД', '–', '135', '/', '95', 'мм', 'рт', '.', 'ст', '.', ',', 'имеется', 'фибрилляция', 'предсердий', ',', 'постоянная', 'форма', ',', 'ЧСЖ', '–', '85', 'уд', '/', 'мин', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",274
62,"['Больной', 'получает', 'лечение', ':', 'Эналаприл', 'по', '5', 'мг', '2', 'раза', ',', 'Нифедипин', 'по', '10', 'мг', '2', 'раза', ',', 'Изосорбитадинитрат', 'пролонгированный', '40', 'мг', '2', 'раза', ',', 'Гипотиазид', '25', 'мг', '1', 'раз', 'утром', ',', 'Дигоксин', '0,25', 'мг', '1', 'раз', 'в', 'сутки', ',', 'Верапамил', 'по', '120', 'мг', '3', 'раза', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",274
63,"['Состояние', 'больного', 'не', 'улучшается', '.']","['O', 'O', 'O', 'O', 'O']",274
64,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",274
65,"['Оцените', 'обоснованность', 'получаемых', 'препаратов', '.']","['O', 'O', 'O', 'O', 'O']",274
66,"['2', '.', 'Какая', 'группа', 'препаратов', 'является', 'важнейшей', 'при', 'ИБС', ',', 'ХСН', 'и', 'фибрилляции', 'предсердий', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",274
67,"['3', '.', 'Какие', 'осложнения', 'возможны', 'при', 'постоянной', 'форме', 'фибрилляции', 'предсердий', ',', 'и', 'какие', 'меры', 'профилактики', 'должны', 'быть', 'предприняты', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",274
68,"['4', '.', 'Какой', 'антикоагулянт', 'необходим', 'и', 'каковы', 'меры', 'контроля', 'эффективности', 'и', 'безопасности', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",274
69,"['5', '.', 'Каковы', 'меры', 'по', 'борьбе', 'с', 'гиперлипидемией', 'у', 'больного', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",274
85,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '340', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '276', '[', 'K000317', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больная', 'В', '.', '38', 'лет', 'обратилась', 'за', 'консультацией', 'к', 'врачу-терапевту', 'участковому', 'с', 'жалобами', 'на', 'появление', 'участков', 'покраснения', 'в', 'области', 'передней', 'поверхности', 'левого', 'бедра', ',', 'правого', 'плеча', ',', 'боль', 'в', 'левом', 'тазобедренном', 'суставе', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",276
86,"['Анамнез', 'болезни', ':', 'врачом', 'выяснено', ',', 'что', 'заболела', 'четыре', 'месяца', 'назад', ',', 'когда', 'обнаружила', 'красное', 'пятно', 'на', 'передней', 'поверхности', 'левого', 'бедра', ',', 'которое', 'в', 'течение', '2', '–', '3', 'дней', 'резко', 'увеличивалось', 'в', 'размере', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",276
87,"['В', 'области', 'эритемы', 'отмечался', 'лѐгкий', 'зуд', ',', 'общее', 'самочувствие', 'не', 'нарушалось', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O']",276
88,"['Проводилось', 'обследование', 'у', 'врача-дерматолога', ',', 'получала', 'местное', 'лечение', '(', 'препараты', 'назвать', 'затрудняется', ')', ',', 'принимала', 'антигистаминные', 'средства', ',', 'улучшения', 'не', 'отмечалось', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",276
89,"['Через', 'три', 'месяца', 'подобное', 'изменение', 'на', 'коже', 'появилось', 'на', 'правом', 'плече', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",276
90,"['Через', 'четыре', 'месяца', 'появилась', 'боль', 'в', 'левом', 'тазобедренном', 'суставе', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",276
91,"['Боль', 'в', 'суставе', 'выраженная', ',', 'трудно', 'было', 'ходить', ',', 'по', 'поводу', 'чего', 'больная', 'проходила', 'обследование', 'и', 'лечение', 'в', 'ревматологическом', 'отделении', ',', 'без', 'улучшения', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",276
92,"['Направлена', 'на', 'консультацию', 'к', 'инфекционисту', '.']","['O', 'O', 'O', 'O', 'O', 'O']",276
93,"['Эпидемиологический', 'анамнез', ':', 'за', '12', 'дней', 'до', 'появления', 'эритемы', 'на', 'бедре', 'была', 'в', 'лесу', ',', 'на', 'следующий', 'день', 'обнаружила', 'присосавшегося', 'клеща', 'на', 'передней', 'поверхности', 'левого', 'бедра', ',', 'которого', 'удалила', 'пинцетом', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",276
94,"['Объективно', ':', 'состояние', 'удовлетворительное', '.']","['O', 'O', 'PHY-START', 'PHY', 'O']",276
95,"['Кожные', 'покровы', 'обычной', 'окраски', ',', 'выявлен', 'участок', 'гиперемии', 'кольцевидной', 'формы', '25', 'см', 'в', 'диаметре', 'на', 'передней', 'поверхности', 'левого', 'бедра', 'и', '15', 'см', 'на', 'правом', 'плече', ',', 'с', 'интенсивно', 'красными', 'и', 'поднимающимися', 'над', 'непоражѐнной', 'кожей', 'краями', ',', 'в', 'центре', 'эритема', 'бледная', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",276
96,"['Местного', 'повышения', 'температуры', ',', 'болезненности', 'в', 'области', 'эритемы', 'нет', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",276
97,"['Над', 'левым', 'тазобедренным', 'суставом', 'отѐка', ',', 'гиперемии', 'нет', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'O']",276
98,"['В', 'лѐгких', 'дыхание', 'везикулярное', ',', 'хрипов', 'нет', '.']","['O', 'O', 'PHY-START', 'PHY', 'O', 'PHY-START', 'PHY', 'O']",276
99,"['Тоны', 'сердца', 'ясные', ',', 'ритмичные', ',', 'ЧСС', '–', '70', 'уд', '/', 'мин', ',', 'АД', '–', '120', '/', '80', 'мм', 'рт', '.', 'ст', '.', 'Живот', 'мягкий', ',', 'при', 'пальпации', 'безболезненный', 'во', 'всех', 'отделах', '.']","['PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",276
100,"['Печень', 'и', 'селезѐнка', 'не', 'увеличены', '.']","['PHY-START', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",276
101,"['Поколачивание', 'по', 'поясничной', 'области', 'безболезненное', 'с', 'обеих', 'сторон', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",276
102,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",276
103,"['Предположите', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",276
104,"['2', '.', 'Обоснуйте', 'поставленный', 'Вами', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",276
105,"['3', '.', 'Составьте', 'и', 'обоснуйте', 'план', 'обследования', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",276
106,"['4', '.', 'Препараты', 'каких', 'групп', 'Вы', 'бы', 'рекомендовали', 'пациенту', 'в', 'качестве', 'этиотропной', 'терапии', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",276
107,"['Определите', 'курс', 'лечения', '.']","['O', 'O', 'O', 'O']",276
108,"['Обоснуйте', 'свой', 'выбор', '.']","['O', 'O', 'O', 'O']",276
109,"['5', '.', 'Назовите', 'методы', 'профилактики', 'данного', 'заболевания', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",276
133,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '342', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '278', '[', 'K000321', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', 'М', '.', '16', 'лет', 'направлен', 'с', 'приѐма', 'в', 'поликлинике', 'в', 'инфекционную', 'больницу', '20.08', '.', 'с', 'жалобами', 'на', 'плохой', 'аппетит', ',', 'ноющие', 'боли', 'в', 'правом', 'подреберье', ',', 'потемнение', 'мочи', ',', 'желтушную', 'окраску', 'кожи', 'и', 'склер', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'O']",278
134,"['Анамнез', 'болезни', ':', 'заболел', '14.08', '.']","['O', 'O', 'O', 'O', 'O', 'O']",278
135,"[',', 'когда', 'повысилась', 'температура', 'до', '38', '°', 'С', ',', 'появилась', 'головная', 'боль', ',', 'тошнота', ',', 'двукратная', 'рвота', '.']","['O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'O', 'O', 'PAT-START', 'O']",278
136,"['Все', 'последующие', 'дни', 'сохранялась', 'температура', 'в', 'пределах', '37,6', '–', '38', '°', 'С', ',', 'беспокоила', 'общая', 'слабость', ',', 'головная', 'боль', ',', 'тошнота', ',', 'плохой', 'аппетит', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'O']",278
137,"['19.08', '.', 'заметил', 'потемнение', 'мочи', 'и', 'посветление', 'кала', '.']","['O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'O']",278
138,"['20.08', '.', 'появилась', 'желтушность', 'кожи', 'и', 'склер', '.']","['O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'O']",278
139,"['Эпидемиологический', 'анамнез', ':', 'живѐт', 'в', 'студенческом', 'общежитии', ',', 'в', 'комнате', '4', 'человека', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",278
140,"['Периодически', 'питается', 'в', 'столовой', 'по', 'месту', 'учѐбы', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",278
141,"['Объективно', ':', 'общее', 'состояние', 'средней', 'степени', 'тяжести', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",278
142,"['Температура', '37,5', '°', 'С', '.', 'Кожные', 'покровы', 'и', 'склеры', 'умеренно', 'желтушны', ',', 'сыпи', 'нет', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'O']",278
143,"['Периферические', 'лимфоузлы', 'не', 'пальпируются', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'O']",278
144,"['В', 'лѐгких', 'дыхание', 'везикулярное', ',', 'хрипов', 'нет', ',', 'ЧД', '–', '16', 'в', 'мин', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",278
145,"['Тоны', 'сердца', 'приглушены', ',', 'ритм', 'правильный', '.']","['PAT-START', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'O']",278
146,"['Пульс', '–', '64', 'уд', '/', 'мин', ',', 'АД', '–', '100', '/', '60', 'мм', 'рт', '.', 'ст', '.', 'Язык', 'влажный', ',', 'обложен', 'у', 'корня', 'белым', 'налѐтом', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PHY-START', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",278
147,"['Живот', 'не', 'вздут', ',', 'мягкий', ',', 'безболезненный', '.']","['PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'O', 'PHY-START', 'O']",278
148,"['Печень', 'выступает', 'на', '2', 'см', 'из-под', 'края', 'рѐберной', 'дуги', ',', 'чувствительная', 'при', 'пальпации', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",278
149,"['Пальпируется', 'селезѐнка', '.']","['PAT-START', 'PAT', 'O']",278
150,"['Поколачивание', 'по', 'поясничной', 'области', 'отрицательное', 'с', 'обеих', 'сторон', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",278
151,"['Биохимические', 'показатели', ':', 'билирубин', 'общий', '–', '160', 'ммоль', '/', 'л', ',', 'прямой', '–', '102', 'ммоль', '/', 'л', ',', 'непрямой', '–', '58', 'ммоль', '/', 'л', ',', 'АлТ', '–', '640', 'МЕ', '/', 'л', ',', 'АсТ', '–', '488', 'ммоль', '/', 'л', ',', 'щѐлочная', 'фосфатаза', '–', '102', 'ед', ',', 'протромбиновый', 'индекс', '–', '60%', '.']","['O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O']",278
152,"['В', 'анализе', 'мочи', 'определяются', 'желчные', 'пигменты', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",278
153,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",278
154,"['Предположите', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",278
155,"['2', '.', 'Обоснуйте', 'поставленный', 'Вами', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",278
156,"['3', '.', 'Составьте', 'и', 'обоснуйте', 'план', 'дополнительного', 'обследования', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",278
157,"['4', '.', 'Тактика', 'ведения', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O']",278
158,"['Обоснуйте', 'свой', 'выбор', '.']","['O', 'O', 'O', 'O']",278
159,"['5', '.', 'Назовите', 'методы', 'профилактики', 'данного', 'заболевания', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",278
523,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '362', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '296', '[', 'K001994', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', 'Л', '.', '37', 'лет', 'находится', 'в', 'стационаре', ',', 'диагноз', '«', 'Внебольничная', 'пневмония', 'с', 'локализацией', 'в', 'нижней', 'доле', 'правого', 'легкого', ',', 'средне-тяжѐлое', 'течение', ',', 'ДН', 'I', '»', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",296
524,"['Заболел', 'остро', '4.03', ':', 'появился', 'озноб', ',', 'повышение', 'температуры', 'тела', 'до', '38,8', '°', 'С', '.', 'В', 'течение', 'последующих', '3', 'дней', 'появились', 'жалобы', 'на', 'сухой', 'кашель', ',', 'боли', 'и', 'тяжесть', 'в', 'правой', 'половине', 'грудной', 'клетки', ',', 'температура', 'в', 'пределах', '38', '–', '38,7', '°', 'С', '.', 'Самостоятельно', 'принимал', 'противовирусные', 'препараты', '(', 'Арбидол', ',', 'Ингавирин', ')', ',', 'жаропонижающие', 'средства', ',', 'врача-терапевта', 'участкового', 'на', 'дом', 'не', 'вызывал', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",296
525,"['В', 'связи', 'с', 'отсутствием', 'улучшения', 'состояния', ',', 'сохранением', 'кашля', ',', 'болей', 'в', 'грудной', 'клетке', 'и', 'повышения', 'температуры', 'тела', '7.03', ',', 'вызвал', 'скорую', 'помощь', 'и', 'был', 'госпитализирован', 'в', 'терапевтическое', 'отделение', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",296
526,"['Рентгенография', 'лѐгких', '(', '7.03', '.', ')']","['O', 'O', 'O', 'O', 'O', 'O']",296
527,"[':', 'признаки', 'пневмонии', 'нижней', 'доли', 'правого', 'лѐгкого', '.']","['O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",296
