#FORMAT=WebAnno TSV 3.3
#T_SP=custom.Span|label
#T_SP=org.dkpro.core.api.pdf.type.PdfPage|height|pageNumber|width


#Text=СЗ_Лечебное дело (ч.4) – 2017 
#Text=
#Text= 
#Text=
#Text=334 
#Text=
#Text= 
#Text=
#Text=СИТУАЦИОННЫЕ ЗАДАЧИ (часть 4) 
#Text=
#Text=для первичной аккредитации выпускников, завершающих в 2017 году подготовку по 
#Text=
#Text=образовательной программе высшего медицинского образования в соответствии с 
#Text=
#Text=федеральным государственным образовательным стандартом по специальности 
#Text=
#Text=«Лечебное дело» 
#Text=
#Text=СИТУАЦИОННАЯ ЗАДАЧА 270 [K000058] 
#Text=
#Text=Инструкция: ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ 
#Text=
#Text=ОТВЕТЫ НА ВОПРОСЫ 
#Text=
#Text=Основная часть 
#Text=
#Text=Больная 39 лет обратилась в поликлинику с жалобами на боли в горле при 
#Text=
#Text=глотании, першение, повышение температуры тела до 37,5 ºС.
1-58	409-420	РАЗВЕРНУТЫЕ	_	841.92[911]	0[911]	595.32[911]	
1-59	423-429	ОТВЕТЫ	_	841.92[911]	0[911]	595.32[911]	
1-60	430-432	НА	_	841.92[911]	0[911]	595.32[911]	
1-61	433-440	ВОПРОСЫ	_	841.92[911]	0[911]	595.32[911]	
1-62	443-451	Основная	_	841.92[911]	0[911]	595.32[911]	
1-63	452-457	часть	_	841.92[911]	0[911]	595.32[911]	
1-64	460-467	Больная	_	841.92[911]	0[911]	595.32[911]	
1-65	468-470	39	_	841.92[911]	0[911]	595.32[911]	
1-66	471-474	лет	_	841.92[911]	0[911]	595.32[911]	
1-67	475-485	обратилась	_	841.92[911]	0[911]	595.32[911]	
1-68	486-487	в	_	841.92[911]	0[911]	595.32[911]	
1-69	488-499	поликлинику	_	841.92[911]	0[911]	595.32[911]	
1-70	500-501	с	_	841.92[911]	0[911]	595.32[911]	
1-71	502-510	жалобами	_	841.92[911]	0[911]	595.32[911]	
1-72	511-513	на	_	841.92[911]	0[911]	595.32[911]	
1-73	514-518	боли	патологический признак[1]	841.92[911]	0[911]	595.32[911]	
1-74	519-520	в	патологический признак[1]	841.92[911]	0[911]	595.32[911]	
1-75	521-526	горле	патологический признак[1]	841.92[911]	0[911]	595.32[911]	
1-76	527-530	при	патологический признак[1]	841.92[911]	0[911]	595.32[911]	
1-77	533-541	глотании	патологический признак[1]	841.92[911]	0[911]	595.32[911]	
1-78	541-542	,	_	841.92[911]	0[911]	595.32[911]	
1-79	543-551	першение	патологический признак	841.92[911]	0[911]	595.32[911]	
1-80	551-552	,	_	841.92[911]	0[911]	595.32[911]	
1-81	553-562	повышение	патологический признак[2]	841.92[911]	0[911]	595.32[911]	
1-82	563-574	температуры	патологический признак[2]	841.92[911]	0[911]	595.32[911]	
1-83	575-579	тела	патологический признак[2]	841.92[911]	0[911]	595.32[911]	
1-84	580-582	до	патологический признак[2]	841.92[911]	0[911]	595.32[911]	
1-85	583-587	37,5	патологический признак[2]	841.92[911]	0[911]	595.32[911]	
1-86	588-590	ºС	патологический признак[2]	841.92[911]	0[911]	595.32[911]	
1-87	590-591	.	_	841.92[911]	0[911]	595.32[911]	

#Text=Больна в течение 3 дней.
2-1	592-598	Больна	_	841.92[911]	0[911]	595.32[911]	
2-2	599-600	в	_	841.92[911]	0[911]	595.32[911]	
2-3	601-608	течение	_	841.92[911]	0[911]	595.32[911]	
2-4	609-610	3	_	841.92[911]	0[911]	595.32[911]	
2-5	611-615	дней	_	841.92[911]	0[911]	595.32[911]	
2-6	615-616	.	_	841.92[911]	0[911]	595.32[911]	

#Text=Объективно: слизистая оболочка нѐбных миндалин и передних нѐбных дужек 
#Text=
#Text=гиперемирована.
3-1	619-629	Объективно	_	841.92[911]	0[911]	595.32[911]	
3-2	629-630	:	_	841.92[911]	0[911]	595.32[911]	
3-3	631-640	слизистая	патологический признак[3]	841.92[911]	0[911]	595.32[911]	
3-4	641-649	оболочка	патологический признак[3]	841.92[911]	0[911]	595.32[911]	
3-5	650-656	нѐбных	патологический признак[3]	841.92[911]	0[911]	595.32[911]	
3-6	657-665	миндалин	патологический признак[3]	841.92[911]	0[911]	595.32[911]	
3-7	666-667	и	патологический признак[3]	841.92[911]	0[911]	595.32[911]	
3-8	668-676	передних	патологический признак[3]	841.92[911]	0[911]	595.32[911]	
3-9	677-683	нѐбных	патологический признак[3]	841.92[911]	0[911]	595.32[911]	
3-10	684-689	дужек	патологический признак[3]	841.92[911]	0[911]	595.32[911]	
3-11	692-706	гиперемирована	патологический признак[3]	841.92[911]	0[911]	595.32[911]	
3-12	706-707	.	_	841.92[911]	0[911]	595.32[911]	

#Text=Нѐбные миндалины I степени гипертрофии, покрыты налѐтом беловатого 
#Text=
#Text=цвета, легко снимающимся, налѐт растирается между шпателями.
4-1	708-714	Нѐбные	патологический признак[4]	841.92[911]	0[911]	595.32[911]	
4-2	715-724	миндалины	патологический признак[4]	841.92[911]	0[911]	595.32[911]	
4-3	725-726	I	патологический признак[4]	841.92[911]	0[911]	595.32[911]	
4-4	727-734	степени	патологический признак[4]	841.92[911]	0[911]	595.32[911]	
4-5	735-746	гипертрофии	патологический признак[4]	841.92[911]	0[911]	595.32[911]	
4-6	746-747	,	_	841.92[911]	0[911]	595.32[911]	
4-7	748-755	покрыты	патологический признак[5]	841.92[911]	0[911]	595.32[911]	
4-8	756-763	налѐтом	патологический признак[5]	841.92[911]	0[911]	595.32[911]	
4-9	764-774	беловатого	патологический признак[5]	841.92[911]	0[911]	595.32[911]	
4-10	777-782	цвета	патологический признак[5]	841.92[911]	0[911]	595.32[911]	
4-11	782-783	,	патологический признак[5]	841.92[911]	0[911]	595.32[911]	
4-12	784-789	легко	патологический признак[5]	841.92[911]	0[911]	595.32[911]	
4-13	790-801	снимающимся	патологический признак[5]	841.92[911]	0[911]	595.32[911]	
4-14	801-802	,	патологический признак[5]	841.92[911]	0[911]	595.32[911]	
4-15	803-808	налѐт	патологический признак[5]	841.92[911]	0[911]	595.32[911]	
4-16	809-820	растирается	патологический признак[5]	841.92[911]	0[911]	595.32[911]	
4-17	821-826	между	патологический признак[5]	841.92[911]	0[911]	595.32[911]	
4-18	827-836	шпателями	патологический признак[5]	841.92[911]	0[911]	595.32[911]	
4-19	836-837	.	_	841.92[911]	0[911]	595.32[911]	

#Text=Задняя стенка глотки 
#Text=
#Text=умеренно гиперемирована.
5-1	838-844	Задняя	патологический признак[6]	841.92[911]	0[911]	595.32[911]	
5-2	845-851	стенка	патологический признак[6]	841.92[911]	0[911]	595.32[911]	
5-3	852-858	глотки	патологический признак[6]	841.92[911]	0[911]	595.32[911]	
5-4	861-869	умеренно	патологический признак[6]	841.92[911]	0[911]	595.32[911]	
5-5	870-884	гиперемирована	патологический признак[6]	841.92[911]	0[911]	595.32[911]	
5-6	884-885	.	_	841.92[911]	0[911]	595.32[911]	

#Text=В анализе крови: лейкоциты  13,5×10
#Text=9
#Text=/л, эритроциты  3,9×10
#Text=
#Text=12
#Text=/л, Нb-121 г/л, 
#Text=
#Text=палочкоядерные  8%, сегментоядерные  62%, лимфоциты  26%, моноциты  2%, 
#Text=
#Text=эозинофилы  2%, СОЭ  25 мм/час.
6-1	888-889	В	_	841.92[911]	0[911]	595.32[911]	
6-2	890-897	анализе	_	841.92[911]	0[911]	595.32[911]	
6-3	898-903	крови	_	841.92[911]	0[911]	595.32[911]	
6-4	903-904	:	_	841.92[911]	0[911]	595.32[911]	
6-5	905-914	лейкоциты	патологический признак[7]	841.92[911]	0[911]	595.32[911]	
6-6	915-916		патологический признак[7]	841.92[911]	0[911]	595.32[911]	
6-7	917-921	13,5	патологический признак[7]	841.92[911]	0[911]	595.32[911]	
6-8	921-922	×	патологический признак[7]	841.92[911]	0[911]	595.32[911]	
6-9	922-924	10	патологический признак[7]	841.92[911]	0[911]	595.32[911]	
6-10	925-926	9	патологический признак[7]	841.92[911]	0[911]	595.32[911]	
6-11	927-928	/	патологический признак[7]	841.92[911]	0[911]	595.32[911]	
6-12	928-929	л	патологический признак[7]	841.92[911]	0[911]	595.32[911]	
6-13	929-930	,	_	841.92[911]	0[911]	595.32[911]	
6-14	931-941	эритроциты	физиологический признак[8]	841.92[911]	0[911]	595.32[911]	
6-15	942-943		физиологический признак[8]	841.92[911]	0[911]	595.32[911]	
6-16	944-947	3,9	физиологический признак[8]	841.92[911]	0[911]	595.32[911]	
6-17	947-948	×	физиологический признак[8]	841.92[911]	0[911]	595.32[911]	
6-18	948-950	10	физиологический признак[8]	841.92[911]	0[911]	595.32[911]	
6-19	952-954	12	физиологический признак[8]	841.92[911]	0[911]	595.32[911]	
6-20	955-956	/	физиологический признак[8]	841.92[911]	0[911]	595.32[911]	
6-21	956-957	л	физиологический признак[8]	841.92[911]	0[911]	595.32[911]	
6-22	957-958	,	_	841.92[911]	0[911]	595.32[911]	
6-23	959-961	Нb	физиологический признак[9]	841.92[911]	0[911]	595.32[911]	
6-24	961-962	-	физиологический признак[9]	841.92[911]	0[911]	595.32[911]	
6-25	962-965	121	физиологический признак[9]	841.92[911]	0[911]	595.32[911]	
6-26	966-967	г	физиологический признак[9]	841.92[911]	0[911]	595.32[911]	
6-27	967-968	/	физиологический признак[9]	841.92[911]	0[911]	595.32[911]	
6-28	968-969	л	физиологический признак[9]	841.92[911]	0[911]	595.32[911]	
6-29	969-970	,	_	841.92[911]	0[911]	595.32[911]	
6-30	973-987	палочкоядерные	патологический признак[10]	841.92[911]	0[911]	595.32[911]	
6-31	988-989		патологический признак[10]	841.92[911]	0[911]	595.32[911]	
6-32	990-992	8%	патологический признак[10]	841.92[911]	0[911]	595.32[911]	
6-33	992-993	,	_	841.92[911]	0[911]	595.32[911]	
6-34	994-1009	сегментоядерные	физиологический признак[11]	841.92[911]	0[911]	595.32[911]	
6-35	1010-1011		физиологический признак[11]	841.92[911]	0[911]	595.32[911]	
6-36	1012-1015	62%	физиологический признак[11]	841.92[911]	0[911]	595.32[911]	
6-37	1015-1016	,	_	841.92[911]	0[911]	595.32[911]	
6-38	1017-1026	лимфоциты	физиологический признак[12]	841.92[911]	0[911]	595.32[911]	
6-39	1027-1028		физиологический признак[12]	841.92[911]	0[911]	595.32[911]	
6-40	1029-1032	26%	физиологический признак[12]	841.92[911]	0[911]	595.32[911]	
6-41	1032-1033	,	_	841.92[911]	0[911]	595.32[911]	
6-42	1034-1042	моноциты	физиологический признак[13]	841.92[911]	0[911]	595.32[911]	
6-43	1043-1044		физиологический признак[13]	841.92[911]	0[911]	595.32[911]	
6-44	1045-1047	2%	физиологический признак[13]	841.92[911]	0[911]	595.32[911]	
6-45	1047-1048	,	_	841.92[911]	0[911]	595.32[911]	
6-46	1051-1061	эозинофилы	физиологический признак[14]	841.92[911]	0[911]	595.32[911]	
6-47	1062-1063		физиологический признак[14]	841.92[911]	0[911]	595.32[911]	
6-48	1064-1066	2%	физиологический признак[14]	841.92[911]	0[911]	595.32[911]	
6-49	1066-1067	,	_	841.92[911]	0[911]	595.32[911]	
6-50	1068-1071	СОЭ	патологический признак[15]	841.92[911]	0[911]	595.32[911]	
6-51	1072-1073		патологический признак[15]	841.92[911]	0[911]	595.32[911]	
6-52	1074-1076	25	патологический признак[15]	841.92[911]	0[911]	595.32[911]	
6-53	1077-1079	мм	патологический признак[15]	841.92[911]	0[911]	595.32[911]	
6-54	1079-1080	/	патологический признак[15]	841.92[911]	0[911]	595.32[911]	
6-55	1080-1083	час	патологический признак[15]	841.92[911]	0[911]	595.32[911]	
6-56	1083-1084	.	_	841.92[911]	0[911]	595.32[911]	

#Text=Вопросы: 
#Text=
#Text=1.
7-1	1087-1094	Вопросы	_	841.92[911]	0[911]	595.32[911]	
7-2	1094-1095	:	_	841.92[911]	0[911]	595.32[911]	
7-3	1098-1099	1	_	841.92[911]	0[911]	595.32[911]	
7-4	1099-1100	.	_	841.92[911]	0[911]	595.32[911]	

#Text=Предположите наиболее вероятный диагноз. 
#Text=
#Text=2.
8-1	1101-1113	Предположите	_	841.92[911]	0[911]	595.32[911]	
8-2	1114-1122	наиболее	_	841.92[911]	0[911]	595.32[911]	
8-3	1123-1132	вероятный	_	841.92[911]	0[911]	595.32[911]	
8-4	1133-1140	диагноз	_	841.92[911]	0[911]	595.32[911]	
8-5	1140-1141	.	_	841.92[911]	0[911]	595.32[911]	
8-6	1144-1145	2	_	841.92[911]	0[911]	595.32[911]	
8-7	1145-1146	.	_	841.92[911]	0[911]	595.32[911]	

#Text=Обоснуйте поставленный Вами диагноз. 
#Text=
#Text=3.
9-1	1147-1156	Обоснуйте	_	841.92[911]	0[911]	595.32[911]	
9-2	1157-1169	поставленный	_	841.92[911]	0[911]	595.32[911]	
9-3	1170-1174	Вами	_	841.92[911]	0[911]	595.32[911]	
9-4	1175-1182	диагноз	_	841.92[911]	0[911]	595.32[911]	
9-5	1182-1183	.	_	841.92[911]	0[911]	595.32[911]	
9-6	1186-1187	3	_	841.92[911]	0[911]	595.32[911]	
9-7	1187-1188	.	_	841.92[911]	0[911]	595.32[911]	

#Text=Через 2 дня у данной  больной усилились жалобы на боль в горле, больше при 
#Text=
#Text=глотании, больше справа, появилась боль в правом ухе, затруднение при глотании и 
#Text=
#Text=при открывании рта, общее недомогание.
10-1	1189-1194	Через	_	841.92[911]	0[911]	595.32[911]	
10-2	1195-1196	2	_	841.92[911]	0[911]	595.32[911]	
10-3	1197-1200	дня	_	841.92[911]	0[911]	595.32[911]	
10-4	1201-1202	у	_	841.92[911]	0[911]	595.32[911]	
10-5	1203-1209	данной	_	841.92[911]	0[911]	595.32[911]	
10-6	1211-1218	больной	_	841.92[911]	0[911]	595.32[911]	
10-7	1219-1228	усилились	_	841.92[911]	0[911]	595.32[911]	
10-8	1229-1235	жалобы	_	841.92[911]	0[911]	595.32[911]	
10-9	1236-1238	на	_	841.92[911]	0[911]	595.32[911]	
10-10	1239-1243	боль	патологический признак[16]	841.92[911]	0[911]	595.32[911]	
10-11	1244-1245	в	патологический признак[16]	841.92[911]	0[911]	595.32[911]	
10-12	1246-1251	горле	патологический признак[16]	841.92[911]	0[911]	595.32[911]	
10-13	1251-1252	,	патологический признак[16]	841.92[911]	0[911]	595.32[911]	
10-14	1253-1259	больше	патологический признак[16]	841.92[911]	0[911]	595.32[911]	
10-15	1260-1263	при	патологический признак[16]	841.92[911]	0[911]	595.32[911]	
10-16	1266-1274	глотании	патологический признак[16]	841.92[911]	0[911]	595.32[911]	
10-17	1274-1275	,	патологический признак[16]	841.92[911]	0[911]	595.32[911]	
10-18	1276-1282	больше	патологический признак[16]	841.92[911]	0[911]	595.32[911]	
10-19	1283-1289	справа	патологический признак[16]	841.92[911]	0[911]	595.32[911]	
10-20	1289-1290	,	_	841.92[911]	0[911]	595.32[911]	
10-21	1291-1300	появилась	_	841.92[911]	0[911]	595.32[911]	
10-22	1301-1305	боль	патологический признак[17]	841.92[911]	0[911]	595.32[911]	
10-23	1306-1307	в	патологический признак[17]	841.92[911]	0[911]	595.32[911]	
10-24	1308-1314	правом	патологический признак[17]	841.92[911]	0[911]	595.32[911]	
10-25	1315-1318	ухе	патологический признак[17]	841.92[911]	0[911]	595.32[911]	
10-26	1318-1319	,	_	841.92[911]	0[911]	595.32[911]	
10-27	1320-1331	затруднение	патологический признак[18]	841.92[911]	0[911]	595.32[911]	
10-28	1332-1335	при	патологический признак[18]	841.92[911]	0[911]	595.32[911]	
10-29	1336-1344	глотании	патологический признак[18]	841.92[911]	0[911]	595.32[911]	
10-30	1345-1346	и	патологический признак[18]	841.92[911]	0[911]	595.32[911]	
10-31	1349-1352	при	патологический признак[18]	841.92[911]	0[911]	595.32[911]	
10-32	1353-1363	открывании	патологический признак[18]	841.92[911]	0[911]	595.32[911]	
10-33	1364-1367	рта	патологический признак[18]	841.92[911]	0[911]	595.32[911]	
10-34	1367-1368	,	_	841.92[911]	0[911]	595.32[911]	
10-35	1369-1374	общее	патологический признак[19]	841.92[911]	0[911]	595.32[911]	
10-36	1375-1386	недомогание	патологический признак[19]	841.92[911]	0[911]	595.32[911]	
10-37	1386-1387	.	_	841.92[911]	0[911]	595.32[911]	

#Text=Объективно: температура 38,5 ºС.
11-1	1388-1398	Объективно	_	841.92[911]	0[911]	595.32[911]	
11-2	1398-1399	:	_	841.92[911]	0[911]	595.32[911]	
11-3	1400-1411	температура	патологический признак[20]	841.92[911]	0[911]	595.32[911]	
11-4	1412-1416	38,5	патологический признак[20]	841.92[911]	0[911]	595.32[911]	
11-5	1417-1419	ºС	патологический признак[20]	841.92[911]	0[911]	595.32[911]	
11-6	1419-1420	.	_	841.92[911]	0[911]	595.32[911]	

#Text=Голос 
#Text=
#Text=имеет гнусавый оттенок, открывание рта затруднено.
12-1	1421-1426	Голос	патологический признак[21]	841.92[911]	0[911]	595.32[911]	
12-2	1429-1434	имеет	патологический признак[21]	841.92[911]	0[911]	595.32[911]	
12-3	1435-1443	гнусавый	патологический признак[21]	841.92[911]	0[911]	595.32[911]	
12-4	1444-1451	оттенок	патологический признак[21]	841.92[911]	0[911]	595.32[911]	
12-5	1451-1452	,	_	841.92[911]	0[911]	595.32[911]	
12-6	1453-1463	открывание	патологический признак[22]	841.92[911]	0[911]	595.32[911]	
12-7	1464-1467	рта	патологический признак[22]	841.92[911]	0[911]	595.32[911]	
12-8	1468-1478	затруднено	патологический признак[22]	841.92[911]	0[911]	595.32[911]	
12-9	1478-1479	.	_	841.92[911]	0[911]	595.32[911]	

#Text=В глотке определяется 
#Text=
#Text=гиперемия слизистой оболочки, инфильтрация паратонзиллярной области справа, 
#Text=
#Text=асимметрия зева за счѐт смещения правой миндалин медиально.
13-1	1480-1481	В	патологический признак[23]	841.92[911]	0[911]	595.32[911]	
13-2	1482-1488	глотке	патологический признак[23]	841.92[911]	0[911]	595.32[911]	
13-3	1489-1501	определяется	патологический признак[23]	841.92[911]	0[911]	595.32[911]	
13-4	1504-1513	гиперемия	патологический признак[23]	841.92[911]	0[911]	595.32[911]	
13-5	1514-1523	слизистой	патологический признак[23]	841.92[911]	0[911]	595.32[911]	
13-6	1524-1532	оболочки	патологический признак[23]	841.92[911]	0[911]	595.32[911]	
13-7	1532-1533	,	_	841.92[911]	0[911]	595.32[911]	
13-8	1534-1546	инфильтрация	патологический признак[24]	841.92[911]	0[911]	595.32[911]	
13-9	1547-1563	паратонзиллярной	патологический признак[24]	841.92[911]	0[911]	595.32[911]	
13-10	1564-1571	области	патологический признак[24]	841.92[911]	0[911]	595.32[911]	
13-11	1572-1578	справа	патологический признак[24]	841.92[911]	0[911]	595.32[911]	
13-12	1578-1579	,	_	841.92[911]	0[911]	595.32[911]	
13-13	1582-1592	асимметрия	патологический признак[25]	841.92[911]	0[911]	595.32[911]	
13-14	1593-1597	зева	патологический признак[25]	841.92[911]	0[911]	595.32[911]	
13-15	1598-1600	за	патологический признак[25]	841.92[911]	0[911]	595.32[911]	
13-16	1601-1605	счѐт	патологический признак[25]	841.92[911]	0[911]	595.32[911]	
13-17	1606-1614	смещения	патологический признак[25]	841.92[911]	0[911]	595.32[911]	
13-18	1615-1621	правой	патологический признак[25]	841.92[911]	0[911]	595.32[911]	
13-19	1622-1630	миндалин	патологический признак[25]	841.92[911]	0[911]	595.32[911]	
13-20	1631-1640	медиально	патологический признак[25]	841.92[911]	0[911]	595.32[911]	
13-21	1640-1641	.	_	841.92[911]	0[911]	595.32[911]	

#Text=Язычок резко отѐчен 
#Text=
#Text=и смещѐн несколько влево.
14-1	1642-1648	Язычок	патологический признак[26]	841.92[911]	0[911]	595.32[911]	
14-2	1649-1654	резко	патологический признак[26]	841.92[911]	0[911]	595.32[911]	
14-3	1655-1661	отѐчен	патологический признак[26]	841.92[911]	0[911]	595.32[911]	
14-4	1664-1665	и	патологический признак[26]	841.92[911]	0[911]	595.32[911]	
14-5	1666-1672	смещѐн	патологический признак[26]	841.92[911]	0[911]	595.32[911]	
14-6	1673-1682	несколько	патологический признак[26]	841.92[911]	0[911]	595.32[911]	
14-7	1683-1688	влево	патологический признак[26]	841.92[911]	0[911]	595.32[911]	
14-8	1688-1689	.	_	841.92[911]	0[911]	595.32[911]	

#Text=Подчелюстные лимфоузлы справа уплотнены, увеличены 
#Text=
#Text=и болезненны.
15-1	1690-1702	Подчелюстные	патологический признак[27]	841.92[911]	0[911]	595.32[911]	
15-2	1703-1712	лимфоузлы	патологический признак[27]	841.92[911]	0[911]	595.32[911]	
15-3	1713-1719	справа	патологический признак[27]	841.92[911]	0[911]	595.32[911]	
15-4	1720-1729	уплотнены	патологический признак[27]	841.92[911]	0[911]	595.32[911]	
15-5	1729-1730	,	_	841.92[911]	0[911]	595.32[911]	
15-6	1731-1740	увеличены	патологический признак	841.92[911]	0[911]	595.32[911]	
15-7	1743-1744	и	_	841.92[911]	0[911]	595.32[911]	
15-8	1745-1755	болезненны	патологический признак	841.92[911]	0[911]	595.32[911]	
15-9	1755-1756	.	_	841.92[911]	0[911]	595.32[911]	

#Text=Как вы можете оценить подобную ситуацию?
16-1	1757-1760	Как	_	841.92[911]	0[911]	595.32[911]	
16-2	1761-1763	вы	_	841.92[911]	0[911]	595.32[911]	
16-3	1764-1770	можете	_	841.92[911]	0[911]	595.32[911]	
16-4	1771-1778	оценить	_	841.92[911]	0[911]	595.32[911]	
16-5	1779-1787	подобную	_	841.92[911]	0[911]	595.32[911]	
16-6	1788-1796	ситуацию	_	841.92[911]	0[911]	595.32[911]	
16-7	1796-1797	?	_	841.92[911]	0[911]	595.32[911]	

#Text=Поставьте диагноз и 
#Text=
#Text=обоснуйте. 
#Text=
#Text=4.
17-1	1798-1807	Поставьте	_	841.92[911]	0[911]	595.32[911]	
17-2	1808-1815	диагноз	_	841.92[911]	0[911]	595.32[911]	
17-3	1816-1817	и	_	841.92[911]	0[911]	595.32[911]	
17-4	1820-1829	обоснуйте	_	841.92[911]	0[911]	595.32[911]	
17-5	1829-1830	.	_	841.92[911]	0[911]	595.32[911]	
17-6	1833-1834	4	_	841.92[911]	0[911]	595.32[911]	
17-7	1834-1835	.	_	841.92[911]	0[911]	595.32[911]	

#Text=Какие методы диагностики необходимо провести?
18-1	1836-1841	Какие	_	841.92[911]	0[911]	595.32[911]	
18-2	1842-1848	методы	_	841.92[911]	0[911]	595.32[911]	
18-3	1849-1860	диагностики	_	841.92[911]	0[911]	595.32[911]	
18-4	1861-1871	необходимо	_	841.92[911]	0[911]	595.32[911]	
18-5	1872-1880	провести	_	841.92[911]	0[911]	595.32[911]	
18-6	1880-1881	?	_	841.92[911]	0[911]	595.32[911]	

#Text=5.
19-1	1884-1885	5	_	841.92[911]	0[911]	595.32[911]	
